Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8
0.000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0
22.113751999999998, 1, 0, 0, 0, 0, 0, 0, 0, 0
22.114107000000001, 1, 1, 0, 0, 0, 0, 0, 0, 0
22.115185999999998, 1, 1, 1, 0, 0, 0, 0, 0, 0
22.119503999999999, 1, 1, 1, 0, 0, 0, 0, 0, 1
22.119657000000000, 1, 1, 1, 0, 1, 0, 0, 0, 1
22.119757000000000, 1, 1, 1, 1, 1, 0, 0, 0, 1
22.120950999999998, 1, 1, 1, 1, 1, 1, 0, 0, 1
22.123601999999998, 1, 1, 1, 1, 1, 1, 0, 1, 1
22.126080999999999, 1, 1, 1, 1, 1, 1, 1, 1, 1
22.278697999999999, 1, 1, 1, 1, 1, 1, 1, 0, 1
22.346069000000000, 0, 1, 1, 1, 1, 1, 1, 0, 1
22.401564000000000, 0, 0, 1, 1, 1, 1, 1, 0, 1
22.401838999999999, 0, 0, 0, 1, 1, 1, 1, 0, 1
22.404540999999998, 0, 0, 0, 1, 1, 1, 1, 0, 0
22.404979999999998, 0, 0, 0, 0, 1, 1, 1, 0, 0
22.405049999999999, 0, 0, 0, 0, 0, 1, 1, 0, 0
22.407729999999997, 0, 0, 0, 0, 0, 0, 1, 0, 0
22.412997999999998, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.115558999999998, 0, 1, 0, 0, 0, 0, 0, 0, 0
23.116638999999999, 0, 1, 1, 0, 0, 0, 0, 0, 0
23.120871999999999, 0, 1, 1, 0, 0, 0, 0, 0, 1
23.121109000000001, 0, 1, 1, 0, 1, 0, 0, 0, 1
23.121209999999998, 0, 1, 1, 1, 1, 0, 0, 0, 1
23.122402999999998, 0, 1, 1, 1, 1, 1, 0, 0, 1
23.127533000000000, 0, 1, 1, 1, 1, 1, 1, 0, 1
23.266838000000000, 0, 1, 1, 1, 1, 1, 0, 0, 1
23.351288999999998, 0, 1, 1, 0, 1, 1, 0, 0, 1
23.403008999999997, 0, 0, 1, 0, 1, 1, 0, 0, 1
23.403309000000000, 0, 0, 0, 0, 1, 1, 0, 0, 1
23.405915999999998, 0, 0, 0, 0, 1, 1, 0, 0, 0
23.406490999999999, 0, 0, 0, 0, 0, 1, 0, 0, 0
23.409171999999998, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.117010999999998, 0, 1, 0, 0, 0, 0, 0, 0, 0
24.118091000000000, 0, 1, 1, 0, 0, 0, 0, 0, 0
24.122325000000000, 0, 1, 1, 0, 0, 0, 0, 0, 1
24.122561999999999, 0, 1, 1, 0, 1, 0, 0, 0, 1
24.123854999999999, 0, 1, 1, 0, 1, 1, 0, 0, 1
24.404477000000000, 0, 0, 1, 0, 1, 1, 0, 0, 1
24.404743999999997, 0, 0, 0, 0, 1, 1, 0, 0, 1
24.407361999999999, 0, 0, 0, 0, 1, 1, 0, 0, 0
24.407947000000000, 0, 0, 0, 0, 0, 1, 0, 0, 0
24.410620999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0
25.118463999999999, 0, 1, 0, 0, 0, 0, 0, 0, 0
