Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 0, 1, 0, 0, 0, 0, 0, 0
2.620725000000000, 0, 0, 0, 0, 0, 0, 0, 0
4.311650000000000, 1, 0, 0, 0, 0, 0, 0, 0
6.232074000000000, 1, 0, 0, 0, 0, 1, 0, 0
7.176056999999999, 0, 0, 0, 0, 0, 1, 0, 0
8.974753000000000, 0, 0, 0, 0, 0, 0, 0, 0
9.682629000000000, 0, 0, 1, 0, 0, 0, 0, 0
12.297813999999999, 0, 0, 0, 0, 0, 0, 0, 0
20.623113000000000, 0, 0, 0, 0, 1, 0, 0, 0
23.691084999999998, 0, 0, 0, 0, 0, 0, 0, 0
25.804698999999999, 0, 0, 0, 0, 0, 0, 1, 0
28.331959999999999, 0, 0, 0, 0, 0, 0, 0, 0
28.776436000000000, 0, 1, 0, 0, 0, 0, 0, 0
31.646426999999999, 0, 0, 0, 0, 0, 0, 0, 0
33.254103999999998, 0, 0, 0, 1, 0, 0, 0, 0
35.704875000000001, 0, 0, 0, 1, 0, 1, 0, 0
35.981017000000001, 0, 0, 0, 0, 0, 1, 0, 0
36.692558999999996, 0, 0, 0, 0, 0, 1, 0, 1
38.439906999999998, 0, 0, 0, 0, 0, 0, 0, 1
39.475380000000001, 0, 0, 0, 0, 0, 0, 0, 0
39.913291999999998, 1, 0, 0, 0, 0, 0, 0, 0
42.779406000000002, 0, 0, 0, 0, 0, 0, 0, 0
42.846699000000001, 0, 0, 1, 0, 0, 0, 0, 0
45.461352999999995, 0, 0, 0, 0, 0, 0, 0, 0
53.432432999999996, 0, 0, 0, 0, 1, 0, 0, 0
56.501562999999997, 0, 0, 0, 0, 0, 0, 0, 0
58.057581999999996, 0, 1, 0, 0, 0, 0, 0, 0
58.928767999999998, 0, 1, 0, 0, 0, 0, 1, 0
60.925136999999999, 0, 0, 0, 0, 0, 0, 1, 0
61.450741999999998, 0, 0, 0, 0, 0, 0, 0, 0
65.179244999999995, 0, 0, 0, 0, 0, 1, 0, 0
67.914496000000000, 0, 0, 0, 0, 0, 0, 0, 0
69.587532999999993, 0, 0, 0, 1, 0, 0, 0, 0
72.314060999999995, 0, 0, 0, 0, 0, 0, 0, 0
75.520527999999999, 1, 0, 0, 0, 0, 0, 0, 0
76.128602999999998, 1, 0, 1, 0, 0, 0, 0, 0
78.328318999999993, 0, 0, 1, 0, 0, 0, 0, 0
78.742556999999991, 0, 0, 0, 0, 0, 0, 0, 0
86.302978999999993, 0, 0, 0, 0, 1, 0, 0, 0
87.338859999999997, 0, 1, 0, 0, 1, 0, 0, 0
89.369124999999997, 0, 1, 0, 0, 0, 0, 0, 0
90.207200999999998, 0, 0, 0, 0, 0, 0, 0, 0
91.795931999999993, 0, 0, 0, 0, 0, 0, 1, 0
92.101573999999999, 0, 0, 0, 0, 0, 0, 1, 1
94.320027999999994, 0, 0, 0, 0, 0, 0, 0, 1
94.655892999999992, 0, 0, 0, 0, 0, 1, 0, 1
94.882196999999991, 0, 0, 0, 0, 0, 1, 0, 0
97.464793000000000, 0, 0, 0, 0, 0, 0, 0, 0
105.859186999999991, 0, 0, 0, 1, 0, 0, 0, 0
108.584676000000002, 0, 0, 0, 0, 0, 0, 0, 0
109.236481999999995, 0, 0, 1, 0, 0, 0, 0, 0
110.836410000000001, 1, 0, 1, 0, 0, 0, 0, 0
111.852185999999989, 1, 0, 0, 0, 0, 0, 0, 0
113.643876999999989, 0, 0, 0, 0, 0, 0, 0, 0
116.689301000000000, 0, 1, 0, 0, 0, 0, 0, 0
119.116287999999997, 0, 1, 0, 0, 1, 0, 0, 0
119.556922000000000, 0, 0, 0, 0, 1, 0, 0, 0
122.121400999999992, 0, 0, 0, 0, 0, 0, 0, 0
124.857606999999987, 0, 0, 0, 0, 0, 0, 1, 0
125.004365999999990, 0, 0, 0, 0, 0, 1, 1, 0
127.382571999999996, 0, 0, 0, 0, 0, 1, 0, 0
127.742519999999999, 0, 0, 0, 0, 0, 0, 0, 0
142.321991999999995, 0, 0, 0, 1, 0, 0, 0, 0
142.525673999999981, 0, 0, 1, 1, 0, 0, 0, 0
145.048665000000000, 0, 0, 1, 0, 0, 0, 0, 0
145.083663999999999, 0, 0, 0, 0, 0, 0, 0, 0
146.034510999999981, 0, 1, 0, 0, 0, 0, 0, 0
146.041867999999994, 1, 1, 0, 0, 0, 0, 0, 0
148.075322999999997, 1, 1, 0, 0, 0, 0, 0, 1
148.900450000000006, 1, 0, 0, 0, 0, 0, 0, 1
148.908223999999990, 0, 0, 0, 0, 0, 0, 0, 1
150.858418000000000, 0, 0, 0, 0, 0, 0, 0, 0
151.445048999999983, 0, 0, 0, 0, 1, 0, 0, 0
154.294622000000004, 0, 0, 0, 0, 1, 1, 0, 0
154.512917999999985, 0, 0, 0, 0, 0, 1, 0, 0
157.094954999999999, 0, 0, 0, 0, 0, 0, 0, 0
157.858559999999983, 0, 0, 0, 0, 0, 0, 1, 0
160.376684999999981, 0, 0, 0, 0, 0, 0, 0, 0
175.004565999999983, 0, 1, 0, 0, 0, 0, 0, 0
175.463712999999984, 0, 1, 1, 0, 0, 0, 0, 0
