Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 0, 0, 0, 0, 1, 0, 0, 0
1.835943000000000, 0, 0, 0, 0, 1, 0, 1, 0
2.590962000000000, 0, 0, 0, 0, 0, 0, 1, 0
4.222288000000000, 0, 0, 0, 0, 0, 0, 0, 0
18.602895000000000, 0, 0, 0, 0, 0, 1, 0, 0
18.887591000000000, 0, 1, 0, 0, 0, 1, 0, 0
20.775800999999998, 0, 1, 0, 0, 0, 0, 0, 0
21.410774000000000, 0, 1, 1, 0, 0, 0, 0, 0
21.566555999999999, 0, 0, 1, 0, 0, 0, 0, 0
23.905117000000001, 0, 0, 0, 0, 0, 0, 0, 0
32.353845000000000, 0, 0, 0, 1, 0, 0, 0, 0
34.094637999999996, 0, 0, 0, 0, 0, 0, 0, 0
54.171106999999999, 1, 0, 0, 0, 0, 0, 0, 0
56.861218000000001, 0, 0, 0, 0, 0, 0, 0, 0
58.290324999999996, 0, 0, 0, 0, 1, 0, 0, 0
61.175497000000000, 0, 0, 0, 0, 0, 0, 0, 0
61.395184999999998, 0, 0, 0, 0, 0, 0, 1, 0
63.845113999999995, 0, 0, 0, 0, 0, 0, 0, 0
69.442601999999994, 0, 1, 0, 0, 0, 0, 0, 0
70.789977999999991, 0, 1, 0, 0, 0, 1, 0, 0
72.120744000000002, 0, 0, 0, 0, 0, 1, 0, 0
73.455241000000001, 0, 0, 0, 0, 0, 0, 0, 0
84.053130999999993, 0, 0, 1, 0, 0, 0, 0, 0
86.547953999999990, 0, 0, 0, 0, 0, 0, 0, 0
92.032755999999992, 0, 0, 0, 0, 0, 0, 0, 1
94.692310999999989, 0, 0, 0, 0, 0, 0, 0, 0
100.397075999999998, 0, 0, 0, 1, 0, 0, 0, 0
102.997036999999992, 0, 0, 0, 0, 0, 0, 0, 0
117.127067999999994, 0, 0, 0, 0, 1, 0, 0, 0
120.011304999999993, 0, 0, 0, 0, 0, 0, 0, 0
120.268695999999991, 0, 1, 0, 0, 0, 0, 0, 0
120.652449999999988, 1, 1, 0, 0, 0, 0, 0, 0
122.186802000000000, 1, 1, 0, 0, 0, 0, 1, 0
122.948581999999988, 1, 0, 0, 0, 0, 0, 1, 0
123.343787999999989, 0, 0, 0, 0, 0, 0, 1, 0
123.423269999999988, 0, 0, 0, 0, 0, 1, 1, 0
124.572555999999992, 0, 0, 0, 0, 0, 1, 0, 0
126.092689999999990, 0, 0, 0, 0, 0, 0, 0, 0
146.352584000000007, 0, 0, 1, 0, 0, 0, 0, 0
148.848124999999982, 0, 0, 0, 0, 0, 0, 0, 0
168.700779999999980, 0, 0, 0, 1, 0, 0, 0, 0
170.785183999999987, 0, 1, 0, 1, 0, 0, 0, 0
171.298177999999979, 0, 1, 0, 0, 0, 0, 0, 0
173.466221999999988, 0, 0, 0, 0, 0, 0, 0, 0
176.310421999999988, 0, 0, 0, 0, 0, 1, 0, 0
176.339930999999979, 0, 0, 0, 0, 1, 1, 0, 0
178.971864999999980, 0, 0, 0, 0, 1, 0, 0, 0
179.226782999999983, 0, 0, 0, 0, 0, 0, 0, 0
181.695657999999980, 0, 0, 0, 0, 0, 0, 1, 0
184.146129000000002, 0, 0, 0, 0, 0, 0, 0, 0
186.904651999999999, 1, 0, 0, 0, 0, 0, 0, 0
189.593753999999990, 0, 0, 0, 0, 0, 0, 0, 0
208.657495999999981, 0, 0, 1, 0, 0, 0, 0, 0
211.152196000000004, 0, 0, 0, 0, 0, 0, 0, 0
221.042338999999998, 0, 0, 0, 0, 0, 0, 0, 1
221.380678999999986, 0, 1, 0, 0, 0, 0, 0, 1
223.762957000000000, 0, 1, 0, 0, 0, 0, 0, 0
224.059044000000000, 0, 0, 0, 0, 0, 0, 0, 0
228.272370999999993, 0, 0, 0, 0, 0, 1, 0, 0
230.933044999999993, 0, 0, 0, 0, 0, 0, 0, 0
235.619364999999988, 0, 0, 0, 0, 1, 0, 0, 0
236.571426000000002, 0, 0, 0, 1, 1, 0, 0, 0
238.501807999999983, 0, 0, 0, 1, 0, 0, 0, 0
239.169623000000001, 0, 0, 0, 0, 0, 0, 0, 0
242.573621000000003, 0, 0, 0, 0, 0, 0, 1, 0
245.025619999999975, 0, 0, 0, 0, 0, 0, 0, 0
253.222802999999999, 1, 0, 0, 0, 0, 0, 0, 0
255.912463000000002, 0, 0, 0, 0, 0, 0, 0, 0
270.969452999999987, 0, 0, 1, 0, 0, 0, 0, 0
272.096121999999980, 0, 1, 1, 0, 0, 0, 0, 0
273.466943000000015, 0, 1, 0, 0, 0, 0, 0, 0
274.774267000000009, 0, 0, 0, 0, 0, 0, 0, 0
280.677030000000002, 0, 0, 0, 0, 0, 1, 0, 0
283.340457000000015, 0, 0, 0, 0, 0, 0, 0, 0
294.843494999999962, 0, 0, 0, 0, 1, 0, 0, 0
297.728203000000008, 0, 0, 0, 0, 0, 0, 0, 0
