Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 0, 0, 0, 0, 0, 0, 0, 0
66.045841999999993, 0, 0, 0, 0, 0, 1, 0, 0
68.578294999999997, 0, 0, 0, 0, 0, 0, 0, 0
96.719836999999998, 0, 1, 0, 0, 0, 0, 0, 0
99.268052999999995, 0, 0, 0, 0, 0, 0, 0, 0
105.020246000000000, 0, 0, 0, 0, 0, 0, 1, 0
107.337727999999998, 0, 0, 0, 0, 0, 0, 0, 0
110.376356999999999, 0, 0, 0, 1, 0, 0, 0, 0
112.845216999999991, 0, 0, 0, 0, 0, 0, 0, 0
123.987936999999988, 0, 0, 0, 0, 1, 0, 0, 0
126.742838999999989, 0, 0, 0, 0, 0, 0, 0, 0
139.424144999999982, 0, 0, 1, 0, 0, 0, 0, 0
141.798856999999998, 0, 0, 0, 0, 0, 0, 0, 0
212.191924999999998, 1, 0, 0, 0, 0, 0, 0, 0
214.704178999999982, 0, 0, 0, 0, 0, 0, 0, 0
235.900951999999990, 0, 0, 0, 0, 0, 1, 0, 0
238.431112999999982, 0, 0, 0, 0, 0, 0, 0, 0
251.927084999999977, 0, 1, 0, 0, 0, 0, 0, 0
254.475596999999993, 0, 0, 0, 0, 0, 0, 0, 0
