Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.801976000000000, 1, 1, 1, 0, 1, 0, 0, 1
0.963554000000000, 1, 1, 1, 0, 1, 0, 0, 0
1.073244000000000, 1, 0, 1, 0, 1, 0, 0, 0
2.704408000000000, 1, 0, 1, 0, 0, 0, 0, 0
2.709842000000000, 1, 0, 1, 0, 0, 1, 0, 0
3.476351000000000, 1, 0, 1, 0, 0, 1, 1, 0
3.803365000000000, 1, 0, 1, 1, 0, 1, 1, 0
5.475315000000000, 1, 1, 1, 1, 0, 1, 1, 0
5.856408999999999, 1, 1, 0, 1, 0, 1, 1, 0
6.789499999999999, 0, 1, 0, 1, 0, 1, 1, 0
7.166435000000000, 0, 1, 0, 1, 1, 1, 1, 0
7.327027999999999, 0, 1, 0, 1, 1, 1, 1, 1
9.048316000000000, 0, 1, 0, 1, 1, 1, 0, 1
9.913686000000000, 0, 1, 0, 0, 1, 1, 0, 1
10.260508000000000, 0, 1, 0, 0, 1, 0, 0, 1
10.775597999999999, 0, 1, 1, 0, 1, 0, 0, 1
11.803967999999999, 1, 1, 1, 0, 1, 0, 0, 1
12.194350999999999, 1, 1, 1, 0, 1, 0, 0, 0
13.266985999999999, 1, 0, 1, 0, 1, 0, 0, 0
14.031385999999999, 1, 0, 1, 0, 1, 0, 1, 0
14.758248999999999, 1, 0, 1, 0, 1, 1, 1, 0
15.020648999999999, 1, 0, 1, 0, 0, 1, 1, 0
15.351811999999999, 1, 0, 1, 1, 0, 1, 1, 0
17.441832999999999, 1, 0, 0, 1, 0, 1, 1, 0
17.667149999999999, 1, 1, 0, 1, 0, 1, 1, 0
17.962765999999998, 0, 1, 0, 1, 0, 1, 1, 0
18.307811999999998, 0, 1, 0, 1, 0, 1, 1, 1
19.480436999999998, 0, 1, 0, 1, 1, 1, 1, 1
19.601893000000000, 0, 1, 0, 1, 1, 1, 0, 1
21.459892000000000, 0, 1, 0, 0, 1, 1, 0, 1
21.809574999999999, 0, 1, 0, 0, 1, 0, 0, 1
22.186029999999999, 0, 1, 1, 0, 1, 0, 0, 1
23.096133999999999, 1, 1, 1, 0, 1, 0, 0, 1
23.177553000000000, 1, 1, 1, 0, 1, 0, 0, 0
24.327856999999998, 1, 1, 1, 0, 1, 0, 1, 0
25.456499999999998, 1, 0, 1, 0, 1, 0, 1, 0
26.309360999999999, 1, 0, 1, 0, 1, 1, 1, 0
26.648602999999998, 1, 0, 1, 1, 1, 1, 1, 0
27.333013999999999, 1, 0, 1, 1, 0, 1, 1, 0
28.444347999999998, 1, 0, 0, 1, 0, 1, 1, 0
29.428923999999999, 0, 0, 0, 1, 0, 1, 1, 0
29.537371000000000, 0, 0, 0, 1, 0, 1, 1, 1
29.856964999999999, 0, 1, 0, 1, 0, 1, 1, 1
29.900775999999997, 0, 1, 0, 1, 0, 1, 0, 1
31.854364999999998, 0, 1, 0, 1, 1, 1, 0, 1
32.380679999999998, 0, 1, 0, 0, 1, 1, 0, 1
33.126238999999998, 0, 1, 1, 0, 1, 1, 0, 1
33.982655999999999, 0, 1, 1, 0, 1, 0, 0, 1
34.406003999999996, 0, 1, 1, 0, 1, 0, 0, 0
34.676591999999999, 1, 1, 1, 0, 1, 0, 0, 0
34.882366999999995, 1, 1, 1, 0, 1, 0, 1, 0
37.632290999999995, 1, 1, 1, 1, 1, 0, 1, 0
38.216071999999997, 1, 0, 1, 1, 1, 0, 1, 0
38.730146999999995, 1, 0, 1, 1, 1, 1, 1, 0
39.733091000000002, 1, 0, 0, 1, 1, 1, 1, 0
40.315905999999998, 1, 0, 0, 1, 0, 1, 1, 0
40.454177000000001, 1, 0, 0, 1, 0, 1, 0, 0
40.767261999999995, 1, 0, 0, 1, 0, 1, 0, 1
41.011440000000000, 0, 0, 0, 1, 0, 1, 0, 1
42.867925000000000, 0, 1, 0, 1, 0, 1, 0, 1
43.679051999999999, 0, 1, 0, 0, 0, 1, 0, 1
44.653397999999996, 0, 1, 1, 0, 0, 1, 0, 1
45.017544000000001, 0, 1, 1, 0, 1, 1, 0, 1
45.179725999999995, 0, 1, 1, 0, 1, 1, 1, 1
45.635566999999995, 0, 1, 1, 0, 1, 1, 1, 0
46.024380000000001, 1, 1, 1, 0, 1, 1, 1, 0
46.405540999999999, 1, 1, 1, 0, 1, 0, 1, 0
49.055081000000001, 1, 1, 1, 1, 1, 0, 1, 0
50.365394999999999, 1, 1, 1, 1, 1, 0, 0, 0
51.151078999999996, 1, 1, 1, 1, 1, 1, 0, 0
51.218986999999998, 1, 0, 1, 1, 1, 1, 0, 0
51.261063000000000, 1, 0, 0, 1, 1, 1, 0, 0
51.748134999999998, 1, 0, 0, 1, 1, 1, 0, 1
52.010011999999996, 0, 0, 0, 1, 1, 1, 0, 1
53.356502999999996, 0, 0, 0, 1, 0, 1, 0, 1
55.154854999999998, 0, 0, 0, 1, 0, 1, 1, 1
55.225532999999999, 0, 0, 0, 0, 0, 1, 1, 1
55.871009999999998, 0, 1, 0, 0, 0, 1, 1, 1
56.003685999999995, 0, 1, 1, 0, 0, 1, 1, 1
56.369218999999994, 0, 1, 1, 0, 0, 1, 1, 0
57.024718000000000, 1, 1, 1, 0, 0, 1, 1, 0
58.058357999999998, 1, 1, 1, 0, 1, 1, 1, 0
58.764163999999994, 1, 1, 1, 0, 1, 0, 1, 0
60.728739999999995, 1, 1, 1, 1, 1, 0, 1, 0
60.793135999999997, 1, 1, 1, 1, 1, 0, 0, 0
62.257272000000000, 1, 1, 0, 1, 1, 0, 0, 0
62.482362999999999, 1, 1, 0, 1, 1, 0, 0, 1
63.124721999999998, 0, 1, 0, 1, 1, 0, 0, 1
63.261376999999996, 0, 1, 0, 1, 1, 1, 0, 1
64.233398999999991, 0, 0, 0, 1, 1, 1, 0, 1
65.774181999999996, 0, 0, 0, 1, 1, 1, 1, 1
66.398325999999997, 0, 0, 0, 1, 0, 1, 1, 1
66.902040999999997, 0, 0, 0, 0, 0, 1, 1, 1
66.942515000000000, 0, 0, 1, 0, 0, 1, 1, 1
67.352420999999993, 0, 0, 1, 0, 0, 1, 1, 0
68.256855000000002, 1, 0, 1, 0, 0, 1, 1, 0
68.632666000000000, 1, 1, 1, 0, 0, 1, 1, 0
70.315330000000003, 1, 1, 1, 0, 0, 0, 1, 0
70.916940999999994, 1, 1, 1, 0, 1, 0, 1, 0
71.346880999999996, 1, 1, 1, 0, 1, 0, 0, 0
72.153077999999994, 1, 1, 1, 1, 1, 0, 0, 0
73.140939000000003, 1, 1, 0, 1, 1, 0, 0, 0
73.775210999999999, 1, 1, 0, 1, 1, 0, 0, 1
74.645406999999992, 0, 1, 0, 1, 1, 0, 0, 1
74.812126999999990, 0, 1, 0, 1, 1, 1, 0, 1
76.136225999999994, 0, 1, 0, 1, 1, 1, 1, 1
76.358967999999990, 0, 0, 0, 1, 1, 1, 1, 1
77.881782000000001, 0, 0, 1, 1, 1, 1, 1, 1
77.949717999999990, 0, 0, 1, 0, 1, 1, 1, 1
78.708188999999990, 0, 0, 1, 0, 1, 1, 1, 0
78.829967999999994, 0, 0, 1, 0, 0, 1, 1, 0
79.951871999999995, 1, 0, 1, 0, 0, 1, 1, 0
80.758192999999991, 1, 1, 1, 0, 0, 1, 1, 0
81.385458000000000, 1, 1, 1, 0, 0, 1, 0, 0
82.423643999999996, 1, 1, 1, 0, 0, 0, 0, 0
83.200741999999991, 1, 1, 1, 1, 0, 0, 0, 0
83.290591999999990, 1, 1, 1, 1, 1, 0, 0, 0
84.607680000000002, 1, 1, 0, 1, 1, 0, 0, 0
84.819620000000000, 1, 1, 0, 1, 1, 0, 0, 1
86.176199999999994, 1, 1, 0, 1, 1, 0, 1, 1
86.342382000000001, 0, 1, 0, 1, 1, 0, 1, 1
87.171071999999995, 0, 1, 0, 1, 1, 1, 1, 1
88.545927999999989, 0, 0, 0, 1, 1, 1, 1, 1
89.310481999999993, 0, 0, 0, 0, 1, 1, 1, 1
89.377461999999994, 0, 0, 0, 0, 1, 1, 1, 0
89.583868999999993, 0, 0, 1, 0, 1, 1, 1, 0
91.142181999999991, 0, 0, 1, 0, 0, 1, 1, 0
91.358294000000001, 1, 0, 1, 0, 0, 1, 1, 0
91.814109000000002, 1, 0, 1, 0, 0, 1, 0, 0
92.943479999999994, 1, 1, 1, 0, 0, 1, 0, 0
94.750551999999999, 1, 1, 1, 1, 0, 1, 0, 0
94.784500999999992, 1, 1, 1, 1, 0, 0, 0, 0
95.491078000000002, 1, 1, 1, 1, 0, 0, 0, 1
95.664339999999996, 1, 1, 1, 1, 1, 0, 0, 1
96.248903999999996, 1, 1, 0, 1, 1, 0, 0, 1
96.538488000000001, 1, 1, 0, 1, 1, 0, 1, 1
