Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 0, 0, 1, 0, 0, 1, 0, 0
0.973922000000000, 0, 0, 0, 0, 0, 1, 0, 0
1.107877000000000, 0, 0, 0, 0, 0, 1, 1, 0
1.443602000000000, 0, 0, 0, 0, 0, 0, 1, 0
4.558935000000000, 0, 0, 0, 0, 0, 0, 0, 0
7.020386999999999, 0, 1, 0, 0, 0, 0, 0, 0
7.359382999999999, 0, 1, 0, 0, 1, 0, 0, 0
7.490994000000000, 0, 1, 0, 1, 1, 0, 0, 0
7.824513000000000, 1, 1, 0, 1, 1, 0, 0, 0
8.841680000000000, 1, 1, 1, 1, 1, 0, 0, 0
8.932074999999999, 1, 1, 1, 1, 1, 1, 0, 0
9.349767999999999, 1, 1, 1, 1, 1, 1, 0, 1
11.404639000000000, 1, 0, 1, 1, 1, 1, 0, 1
11.411021000000000, 1, 0, 1, 0, 1, 1, 0, 1
11.785888000000000, 0, 0, 1, 0, 1, 1, 0, 1
11.823438999999999, 0, 0, 1, 0, 0, 1, 0, 1
12.669165000000000, 0, 0, 1, 0, 0, 1, 0, 0
12.692715000000000, 0, 0, 0, 0, 0, 1, 0, 0
12.703227000000000, 0, 0, 0, 0, 0, 1, 1, 0
12.824187999999999, 0, 0, 0, 0, 0, 0, 1, 0
16.220344000000001, 0, 0, 0, 0, 0, 0, 0, 0
18.903897999999998, 0, 1, 0, 0, 0, 0, 0, 0
19.444668000000000, 0, 1, 0, 0, 1, 0, 0, 0
20.246385999999998, 0, 1, 0, 0, 1, 1, 0, 0
20.436083000000000, 0, 1, 0, 1, 1, 1, 0, 0
20.459419999999998, 1, 1, 0, 1, 1, 1, 0, 0
20.794670999999997, 1, 1, 1, 1, 1, 1, 0, 0
23.289375000000000, 1, 0, 1, 1, 1, 1, 0, 0
23.756480000000000, 1, 0, 1, 1, 1, 1, 0, 1
24.031089999999999, 1, 0, 1, 1, 0, 1, 0, 1
24.167876999999997, 1, 0, 1, 1, 0, 1, 1, 1
