0.000000000000000, 1, 0, 1, 1, 0, 0, 0, 0
0.042945812500000, 1, 0, 0, 1, 0, 0, 0, 0
0.261551500000000, 1, 0, 0, 1, 1, 0, 0, 0
0.623903312500000, 1, 0, 0, 0, 1, 0, 0, 0
1.471400062500000, 1, 0, 0, 0, 1, 0, 0, 1
2.439461437500000, 0, 0, 0, 0, 1, 0, 0, 1
2.663036000000000, 0, 1, 0, 0, 1, 0, 0, 1
2.990221375000000, 0, 1, 0, 0, 0, 0, 0, 1
3.723180187500000, 0, 1, 0, 0, 0, 0, 1, 1
4.172179000000000, 0, 1, 0, 0, 0, 1, 1, 1
4.225922312500000, 0, 1, 0, 0, 0, 1, 1, 0
4.567719437500000, 0, 1, 1, 0, 0, 1, 1, 0
5.058274625000000, 0, 0, 1, 0, 0, 1, 1, 0
5.107709812500000, 0, 0, 1, 1, 0, 1, 1, 0
7.034602312500000, 0, 0, 1, 1, 0, 1, 0, 0
7.198583750000000, 0, 0, 1, 1, 0, 0, 0, 0
7.693530000000000, 0, 0, 1, 1, 1, 0, 0, 0
7.764932812500000, 0, 0, 0, 1, 1, 0, 0, 0
8.228298437499999, 0, 0, 0, 0, 1, 0, 0, 0
9.024085375000000, 0, 0, 0, 0, 1, 0, 0, 1
9.300635124999999, 1, 0, 0, 0, 1, 0, 0, 1
9.828007625000000, 1, 1, 0, 0, 1, 0, 0, 1
10.422404000000000, 1, 1, 0, 0, 0, 0, 0, 1
11.076990875000000, 1, 1, 0, 0, 0, 0, 1, 1
11.779082687499999, 1, 1, 0, 0, 0, 0, 1, 0
11.937864124999999, 0, 1, 0, 0, 0, 0, 1, 0
12.248757375000000, 0, 1, 0, 0, 0, 1, 1, 0
12.287498562500000, 0, 0, 0, 0, 0, 1, 1, 0
12.471887749999999, 0, 0, 0, 1, 0, 1, 1, 0
12.537503624999999, 0, 0, 1, 1, 0, 1, 1, 0
14.701263937499998, 0, 0, 1, 1, 0, 1, 0, 0
14.875751500000000, 0, 0, 1, 1, 1, 1, 0, 0
15.275213749999999, 0, 0, 1, 1, 1, 0, 0, 0
15.533301437499999, 0, 0, 1, 0, 1, 0, 0, 0
15.796455874999999, 0, 0, 0, 0, 1, 0, 0, 0
16.807000687500000, 0, 0, 0, 0, 1, 0, 0, 1
16.865406624999999, 0, 1, 0, 0, 1, 0, 0, 1
17.542597999999998, 0, 1, 0, 0, 0, 0, 0, 1
18.613012437500000, 1, 1, 0, 0, 0, 0, 0, 1
18.802743875000001, 1, 1, 0, 0, 0, 0, 1, 1
19.325117562500001, 1, 0, 0, 0, 0, 0, 1, 1
19.561723874999998, 1, 0, 0, 0, 0, 0, 1, 0
19.956783999999999, 1, 0, 0, 1, 0, 0, 1, 0
20.092103500000000, 1, 0, 0, 1, 0, 1, 1, 0
20.383848312500000, 1, 0, 1, 1, 0, 1, 1, 0
21.249663249999998, 0, 0, 1, 1, 0, 1, 1, 0
22.174625312499998, 0, 0, 1, 1, 0, 1, 0, 0
22.183516375000000, 0, 0, 1, 1, 1, 1, 0, 0
23.017782499999999, 0, 0, 1, 0, 1, 1, 0, 0
23.177233749999999, 0, 0, 1, 0, 1, 0, 0, 0
23.642813874999998, 0, 0, 0, 0, 1, 0, 0, 0
23.903665749999998, 0, 1, 0, 0, 1, 0, 0, 0
24.416258124999999, 0, 1, 0, 0, 1, 0, 0, 1
24.849888937499998, 0, 1, 0, 0, 0, 0, 0, 1
26.171285874999999, 0, 0, 0, 0, 0, 0, 0, 1
26.214781312499998, 0, 0, 0, 0, 0, 0, 1, 1
27.170736750000000, 0, 0, 0, 0, 0, 0, 1, 0
27.199878937499999, 0, 0, 0, 1, 0, 0, 1, 0
28.049165187499998, 1, 0, 0, 1, 0, 0, 1, 0
28.286331499999999, 1, 0, 0, 1, 0, 1, 1, 0
28.414404062499997, 1, 0, 1, 1, 0, 1, 1, 0
29.240983999999997, 1, 0, 1, 1, 1, 1, 1, 0
29.775243312499999, 1, 0, 1, 1, 1, 1, 0, 0
30.260954999999999, 1, 0, 1, 0, 1, 1, 0, 0
30.621164749999998, 1, 1, 1, 0, 1, 1, 0, 0
30.686693374999997, 0, 1, 1, 0, 1, 1, 0, 0
31.371231374999997, 0, 1, 1, 0, 1, 0, 0, 0
31.611702625000000, 0, 1, 0, 0, 1, 0, 0, 0
31.970438374999997, 0, 1, 0, 0, 0, 0, 0, 0
32.199731812499998, 0, 1, 0, 0, 0, 0, 0, 1
33.080376562500000, 0, 0, 0, 0, 0, 0, 0, 1
33.814647000000001, 0, 0, 0, 0, 0, 0, 1, 1
34.685026375000000, 0, 0, 0, 1, 0, 0, 1, 1
34.954383562499999, 0, 0, 0, 1, 0, 0, 1, 0
36.076330249999998, 0, 0, 1, 1, 0, 0, 1, 0
36.246748624999995, 0, 0, 1, 1, 0, 1, 1, 0
36.736308187500001, 0, 0, 1, 1, 1, 1, 1, 0
37.238870624999997, 1, 0, 1, 1, 1, 1, 1, 0
