Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8
0.000000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0
22.573238999999997, 0, 1, 0, 0, 0, 0, 0, 0, 0
22.573658999999999, 0, 1, 0, 0, 0, 0, 0, 0, 1
22.581906999999998, 0, 1, 0, 0, 0, 1, 0, 0, 1
22.749955999999997, 0, 0, 0, 0, 0, 1, 0, 0, 1
22.858808999999997, 0, 0, 0, 0, 0, 1, 0, 0, 0
22.868767999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0
23.574418999999999, 1, 0, 0, 0, 0, 0, 0, 0, 0
23.578892999999997, 1, 0, 0, 0, 0, 0, 0, 0, 1
23.582851999999999, 1, 0, 0, 1, 0, 0, 0, 0, 1
23.860654000000000, 0, 0, 0, 1, 0, 0, 0, 0, 1
23.864034000000000, 0, 0, 0, 1, 0, 0, 0, 0, 0
23.868195999999998, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.580345999999999, 0, 0, 0, 0, 0, 0, 0, 0, 1
24.581845999999999, 0, 0, 0, 0, 1, 0, 0, 0, 1
24.588027999999998, 0, 0, 0, 0, 1, 0, 0, 1, 1
24.591376999999998, 0, 0, 0, 0, 1, 0, 1, 1, 1
24.865493999999998, 0, 0, 0, 0, 1, 0, 1, 1, 0
24.867353999999999, 0, 0, 0, 0, 0, 0, 1, 1, 0
24.875174999999999, 0, 0, 0, 0, 0, 0, 1, 0, 0
24.878391999999998, 0, 0, 0, 0, 0, 0, 0, 0, 0
25.581799000000000, 0, 0, 0, 0, 0, 0, 0, 0, 1
25.866935999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0
46.581975999999997, 0, 0, 1, 0, 0, 0, 0, 0, 0
46.585100999999995, 0, 0, 1, 0, 0, 0, 0, 0, 1
46.586604999999999, 0, 0, 1, 0, 1, 0, 0, 0, 1
46.685725999999995, 0, 0, 1, 0, 0, 0, 0, 0, 1
46.697702000000000, 0, 0, 0, 0, 0, 0, 0, 0, 1
46.870249000000001, 0, 0, 0, 0, 0, 0, 0, 0, 0
47.582080999999995, 1, 0, 0, 0, 0, 0, 0, 0, 0
47.582353999999995, 1, 1, 0, 0, 0, 0, 0, 0, 0
47.586554999999997, 1, 1, 0, 0, 0, 0, 0, 0, 1
47.590513999999999, 1, 1, 0, 1, 0, 0, 0, 0, 1
47.591307999999998, 1, 1, 0, 1, 0, 0, 0, 1, 1
47.742895999999995, 1, 1, 0, 1, 0, 0, 0, 0, 1
47.829246999999995, 0, 1, 0, 1, 0, 0, 0, 0, 1
47.861559000000000, 0, 1, 0, 0, 0, 0, 0, 0, 1
47.869920999999998, 0, 0, 0, 0, 0, 0, 0, 0, 1
47.871690000000001, 0, 0, 0, 0, 0, 0, 0, 0, 0
48.588007999999995, 0, 0, 0, 0, 0, 0, 0, 0, 1
48.873149999999995, 0, 0, 0, 0, 0, 0, 0, 0, 0
49.589461000000000, 0, 0, 0, 0, 0, 0, 0, 0, 1
49.595434999999995, 0, 0, 0, 0, 0, 1, 0, 0, 1
49.599240999999999, 0, 0, 0, 0, 0, 1, 1, 0, 1
49.783715999999998, 0, 0, 0, 0, 0, 1, 0, 0, 1
49.874604999999995, 0, 0, 0, 0, 0, 1, 0, 0, 0
49.882308999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0
70.592760999999996, 0, 0, 0, 0, 0, 0, 0, 0, 1
70.877901999999992, 0, 0, 0, 0, 0, 0, 0, 0, 0
71.591173999999995, 0, 0, 1, 0, 0, 0, 0, 0, 0
71.594213999999994, 0, 0, 1, 0, 0, 0, 0, 0, 1
71.595716999999993, 0, 0, 1, 0, 1, 0, 0, 0, 1
71.601360999999997, 0, 0, 1, 0, 1, 1, 0, 0, 1
71.668362999999999, 0, 0, 0, 0, 1, 1, 0, 0, 1
71.851326999999998, 0, 0, 0, 0, 1, 0, 0, 0, 1
71.879365999999990, 0, 0, 0, 0, 1, 0, 0, 0, 0
71.881230000000002, 0, 0, 0, 0, 0, 0, 0, 0, 0
72.591194999999999, 1, 0, 0, 0, 0, 0, 0, 0, 0
72.595666999999992, 1, 0, 0, 0, 0, 0, 0, 0, 1
72.603701999999998, 1, 0, 0, 0, 0, 0, 0, 1, 1
72.877440999999990, 0, 0, 0, 0, 0, 0, 0, 1, 1
72.880814999999998, 0, 0, 0, 0, 0, 0, 0, 1, 0
72.890856999999997, 0, 0, 0, 0, 0, 0, 0, 0, 0
73.591662999999997, 0, 1, 0, 0, 0, 0, 0, 0, 0
73.597119999999990, 0, 1, 0, 0, 0, 0, 0, 0, 1
73.803207999999998, 0, 0, 0, 0, 0, 0, 0, 0, 1
73.882260000000002, 0, 0, 0, 0, 0, 0, 0, 0, 0
94.595945999999998, 1, 0, 0, 0, 0, 0, 0, 0, 0
94.597291999999996, 1, 0, 1, 0, 0, 0, 0, 0, 0
94.600416999999993, 1, 0, 1, 0, 0, 0, 0, 0, 1
94.601922000000002, 1, 0, 1, 0, 1, 0, 0, 0, 1
94.672990999999996, 1, 0, 1, 0, 0, 0, 0, 0, 1
94.694164000000001, 1, 0, 0, 0, 0, 0, 0, 0, 1
94.882187000000002, 0, 0, 0, 0, 0, 0, 0, 0, 1
94.885560999999996, 0, 0, 0, 0, 0, 0, 0, 0, 0
95.597669999999994, 0, 1, 0, 0, 0, 0, 0, 0, 0
95.601869999999991, 0, 1, 0, 0, 0, 0, 0, 0, 1
95.605829000000000, 0, 1, 0, 1, 0, 0, 0, 0, 1
95.614738000000003, 0, 1, 0, 1, 0, 0, 1, 0, 1
95.885239999999996, 0, 0, 0, 1, 0, 0, 1, 0, 1
95.887016000000003, 0, 0, 0, 1, 0, 0, 1, 0, 0
95.891177999999996, 0, 0, 0, 0, 0, 0, 1, 0, 0
95.901747999999998, 0, 0, 0, 0, 0, 0, 0, 0, 0
96.603322999999989, 0, 0, 0, 0, 0, 0, 0, 0, 1
96.608074000000002, 0, 0, 0, 0, 0, 0, 0, 1, 1
96.790410999999992, 0, 0, 0, 0, 0, 0, 0, 0, 1
96.888467999999989, 0, 0, 0, 0, 0, 0, 0, 0, 0
97.604776000000001, 0, 0, 0, 0, 0, 0, 0, 0, 1
97.610670999999996, 0, 0, 0, 0, 0, 1, 0, 0, 1
97.889917999999994, 0, 0, 0, 0, 0, 1, 0, 0, 0
97.897557999999989, 0, 0, 0, 0, 0, 0, 0, 0, 0
118.603600999999998, 1, 0, 0, 0, 0, 0, 0, 0, 0
118.608071999999993, 1, 0, 0, 0, 0, 0, 0, 0, 1
118.611947999999998, 1, 0, 0, 1, 0, 0, 0, 0, 1
118.889835999999988, 0, 0, 0, 1, 0, 0, 0, 0, 1
118.893214000000000, 0, 0, 0, 1, 0, 0, 0, 0, 0
118.897290999999996, 0, 0, 0, 0, 0, 0, 0, 0, 0
119.609524999999991, 0, 0, 0, 0, 0, 0, 0, 0, 1
119.611027999999990, 0, 0, 0, 0, 1, 0, 0, 0, 1
119.614021999999991, 0, 0, 0, 0, 1, 0, 0, 1, 1
119.894673999999995, 0, 0, 0, 0, 1, 0, 0, 1, 0
119.896535000000000, 0, 0, 0, 0, 0, 0, 0, 1, 0
119.901175999999992, 0, 0, 0, 0, 0, 0, 0, 0, 0
120.606775999999996, 0, 1, 0, 0, 0, 0, 0, 0, 0
120.610977999999989, 0, 1, 0, 0, 0, 0, 0, 0, 1
120.623844999999989, 0, 1, 0, 0, 0, 0, 1, 0, 1
120.825004999999990, 0, 0, 0, 0, 0, 0, 1, 0, 1
120.883499000000000, 0, 0, 0, 0, 0, 0, 0, 0, 1
120.896113000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0
